date,listeners,streams,followers
2025-06-23,2142,3474,5004
2025-06-24,2345,3899,5005
2025-06-25,2253,3534,5005
2025-06-26,2314,3727,5008
2025-06-27,2036,3272,5007
2025-06-28,1990,3247,5009
2025-06-29,2162,3771,5013
2025-06-30,2438,4044,5016
2025-07-01,2071,3646,5016
2025-07-02,2131,3352,5020
2025-07-03,2049,3404,5020
2025-07-04,2115,3776,4992
2025-07-05,1999,3279,4996
2025-07-06,1879,3423,4996
2025-07-07,2072,3707,4999
2025-07-08,2143,3756,5002
2025-07-09,2190,3479,5007
2025-07-10,2290,3664,5007
2025-07-11,2096,3287,5009
2025-07-12,2034,3447,5011
2025-07-13,2026,3993,5012
2025-07-14,2095,3868,5017
2025-07-15,1905,3615,5016
2025-07-16,1970,3309,5017
2025-07-17,1952,3573,5017
2025-07-18,1980,3624,5016
2025-07-19,1678,3156,5019
2025-07-20,1644,3208,5017
2025-07-21,1817,3308,5019
2025-07-22,1826,3126,5018
2025-07-23,1807,3010,5021
2025-07-24,1950,3405,5022
2025-07-25,1982,3358,5025
2025-07-26,1766,2861,5028
2025-07-27,1960,3340,5028
2025-07-28,1875,3365,5029
2025-07-29,1845,3155,5029
2025-07-30,1759,3222,5031
2025-07-31,1879,3181,5032
2025-08-01,1819,2954,5030
2025-08-02,1720,2777,5032
2025-08-03,1725,2863,5029
2025-08-04,1915,3203,5034
2025-08-05,1863,3112,5036
2025-08-06,1741,3020,5036
2025-08-07,1763,2972,5042
